CET,MeanTemperatureC,MeanDewPointC, MeanHumidity, MeanSeaLevelPressure, MeanWindSpeed,Precipitation, Events,WindDir
7/22/2007,22,4,34,1015,11,0,,246
7/23/2007,22,8,40,1011,18,0,,219
7/24/2007,22,4,32,1016,10,0,,3
7/25/2007,23,4,32,1017,6,0,,245
7/26/2007,25,3,25,1017,8,0,,264
7/27/2007,26,3,23,1018,6,0,,271
7/28/2007,28,5,23,1020,6,0,,359
7/29/2007,28,9,30,1020,14,0,,5
7/30/2007,28,3,22,1017,11,0,,340
7/31/2007,27,4,25,1015,11,0,,262
8/1/2007,29,2,19,1013,13,0,,202
8/2/2007,24,4,27,1015,8,0,,320
8/3/2007,27,7,31,1019,11,0,,344
8/4/2007,28,6,28,1020,5,0,,246
8/5/2007,28,8,31,1016,10,0,Rain-Thunderstorm,349
8/6/2007,24,13,54,1013,14,0,Rain-Thunderstorm,222
8/7/2007,23,11,49,1013,10,0,,5
8/8/2007,21,5,39,1016,16,0,,39
8/9/2007,22,3,31,1016,10,0,,357
8/10/2007,23,3,28,1015,10,0,,332
8/11/2007,22,1,23,1013,8,0,,257
8/12/2007,22,3,28,1012,8,0,,218
8/13/2007,23,7,38,1014,10,0,,226
8/14/2007,23,6,31,1016,13,0,,208
8/15/2007,23,7,35,1014,13,0,,229
8/16/2007,22,7,39,1017,10,0,,11
8/17/2007,22,8,43,1020,16,0,,358
8/18/2007,24,6,32,1017,8,0,,321
8/19/2007,22,2,27,1015,8,0,,18
8/20/2007,20,4,37,1015,14,0,,31
8/21/2007,19,3,35,1012,18,0,,8
8/22/2007,16,4,44,1015,13,0,,8
8/23/2007,18,7,47,1017,11,0,,37
8/24/2007,20,10,58,1019,13,0,Rain,22
8/25/2007,22,13,66,1019,11,0,Rain,29
8/26/2007,26,12,49,1020,21,0,Rain,116
8/27/2007,27,8,35,1019,13,0,,52
8/28/2007,27,9,33,1015,6,0,,263
8/29/2007,23,7,35,1012,13,0,,203
8/30/2007,21,6,41,1017,13,0,,32
8/31/2007,19,2,34,1021,14,0,,35
9/1/2007,21,6,37,1020,8,0,,9
9/2/2007,23,6,35,1019,6,0,,10
9/3/2007,24,6,31,1017,6,0,,358
9/4/2007,22,4,32,1019,11,0,,34
9/5/2007,22,2,29,1020,11,0,,30
9/6/2007,22,7,38,1021,6,0,,78
9/7/2007,23,2,25,1020,10,0,,14
9/8/2007,22,5,34,1018,8,0,,310
9/9/2007,22,7,37,1017,5,0,,244
9/10/2007,23,7,37,1017,10,0,Rain,171
9/11/2007,22,7,40,1018,5,0,,29
9/12/2007,21,7,42,1017,6,0,Rain-Thunderstorm,137
9/13/2007,21,12,57,1018,6,0,,161
9/14/2007,19,13,65,1020,6,0,Thunderstorm,108
9/15/2007,20,11,59,1022,5,0,,50
9/16/2007,20,11,53,1020,6,0,,157
9/17/2007,20,10,53,1017,8,0,,250
9/18/2007,20,8,49,1018,8,0,,35
9/19/2007,20,7,46,1021,13,0,,13
9/20/2007,20,9,51,1022,8,0,,95
9/21/2007,20,13,64,1021,6,0,Rain-Thunderstorm,122
9/22/2007,19,12,67,1021,6,0,Rain,344
9/23/2007,20,12,62,1022,8,0,,325
9/24/2007,20,9,54,1021,6,0,,301
9/25/2007,19,7,48,1018,6,0,,336
9/26/2007,16,2,44,1019,16,0,,40
9/27/2007,13,1,44,1015,10,0,,33
9/28/2007,13,-1,42,1014,8,0,,326
9/29/2007,14,7,54,1016,10,0,,269
9/30/2007,17,9,65,1020,6,0,,212
10/1/2007,18,12,71,1021,8,0,Rain,180
10/2/2007,17,13,76,1019,6,0,Rain-Thunderstorm,329
10/3/2007,17,13,87,1014,10,0,Rain-Thunderstorm,181
10/4/2007,16,11,80,1018,3,0,,29
10/5/2007,16,12,79,1019,3,0,Fog,142
10/6/2007,16,10,69,1020,5,0,,248
10/7/2007,17,10,68,1021,3,0,,308
10/8/2007,18,9,63,1023,5,0,,23
10/9/2007,17,6,53,1026,13,0,,34
10/10/2007,14,7,61,1023,8,0,,346
10/11/2007,14,4,51,1020,18,0,,25
10/12/2007,16,5,54,1020,10,0,,11
10/13/2007,13,5,60,1020,6,0,,323
10/14/2007,13,6,62,1019,6,0,,327
10/15/2007,13,7,63,1020,6,0,,11
10/16/2007,16,8,65,1020,5,0,,10
10/17/2007,16,7,61,1021,5,0,,346
10/18/2007,14,6,57,1023,8,0,,30
10/19/2007,14,6,61,1024,5,0,,357
10/20/2007,14,3,53,1022,5,0,,343
10/21/2007,12,0,46,1022,6,0,,273
10/22/2007,12,2,56,1019,5,0,,297
10/23/2007,13,7,66,1016,3,0,Rain,71
10/24/2007,13,10,85,1012,3,0,Rain,277
10/25/2007,11,2,58,1013,8,0,,14
10/26/2007,9,2,61,1017,6,0,,18
10/27/2007,9,1,58,1023,10,0,,26
10/28/2007,12,3,58,1024,6,0,,327
10/29/2007,12,3,60,1020,8,0,,354
10/30/2007,11,2,54,1021,19,0,,2
10/31/2007,12,-1,48,1021,14,0,,17
11/1/2007,10,-2,47,1025,8,0,,353
11/2/2007,10,-2,50,1025,6,0,,4
11/3/2007,10,1,58,1024,5,0,,350
11/4/2007,10,1,59,1021,5,0,,315
11/5/2007,11,1,59,1023,5,0,,345
11/6/2007,11,-2,49,1027,5,0,,355
11/7/2007,10,-2,48,1028,6,0,,331
11/8/2007,9,0,60,1025,5,0,,1
11/9/2007,9,-1,57,1024,6,0,,16
11/10/2007,9,-4,47,1027,6,0,,341
11/11/2007,8,-7,45,1025,6,0,,324
11/12/2007,9,-6,41,1020,5,0,,333
11/13/2007,11,-5,38,1019,3,0,,353
11/14/2007,7,-2,55,1017,11,0,,36
11/15/2007,9,-1,52,1017,21,0,,4
11/16/2007,3,-12,44,1020,6,0,,16
11/17/2007,2,-14,36,1021,5,0,,360
11/18/2007,2,-12,40,1015,5,0,,25
11/19/2007,0,-5,68,1009,6,0,Rain,348
11/20/2007,8,9,93,1003,14,0,Rain,179
11/21/2007,7,4,83,1010,11,0,,208
11/22/2007,6,2,83,1009,6,0,Fog-Rain,344
11/23/2007,6,1,73,1014,6,0,,26
11/24/2007,5,-1,66,1019,10,0,,47
11/25/2007,6,-4,55,1022,11,0,,21
11/26/2007,8,1,65,1021,8,0,,10
11/27/2007,7,-1,62,1020,8,0,,14
11/28/2007,4,-1,68,1018,8,0,,342
11/29/2007,3,-1,77,1017,5,0,,3
11/30/2007,4,-1,76,1019,5,0,,330
12/1/2007,3,1,83,1021,5,0,Rain,350
12/2/2007,6,3,86,1025,5,0,Fog,298
12/3/2007,7,3,87,1024,5,0,Fog,257
12/4/2007,8,3,79,1026,5,0,Fog,331
12/5/2007,6,2,84,1028,5,0,,350
12/6/2007,7,3,86,1030,3,0,Fog,58
12/7/2007,3,2,95,1027,3,0,Fog,349
12/8/2007,3,3,98,1025,5,0,Fog,155
12/9/2007,9,4,74,1020,14,0,Fog,218
12/10/2007,6,-1,62,1023,11,0,,26
12/11/2007,6,-3,61,1028,6,0,,356
12/12/2007,3,-6,62,1027,3,0,,349
12/13/2007,3,-7,59,1028,5,0,,344
12/14/2007,1,-6,67,1027,5,0,,345
12/15/2007,0,-6,74,1020,5,0,,15
12/16/2007,1,-6,69,1023,8,0,,338
12/17/2007,0,-5,74,1019,5,0,,347
12/18/2007,2,1,89,1020,3,0,Rain-Snow,45
12/19/2007,4,2,81,1026,8,0,,7
12/20/2007,7,4,85,1021,10,0,Rain,356
12/21/2007,8,5,81,1017,11,0,,356
12/22/2007,8,6,86,1020,8,0,Rain,350
12/23/2007,9,4,74,1023,10,0,,354
12/24/2007,6,2,85,1026,5,0,,345
12/25/2007,4,1,85,1026,5,0,,347
12/26/2007,8,3,73,1026,8,0,,22
12/27/2007,6,1,75,1031,8,0,,346
12/28/2007,4,0,82,1030,5,0,,349
12/29/2007,3,0,82,1030,5,0,,7
12/30/2007,6,1,79,1028,3,0,Fog,340
12/31/2007,3,-1,78,1025,5,0,,347
1/1/2008,1,-2,82,1022,5,0,,344
1/2/2008,6,3,89,1012,6,0,Rain,313
1/3/2008,8,5,85,999,18,0,Rain,201
1/4/2008,7,3,80,1009,5,0,,201
1/5/2008,8,5,86,1021,5,0,,159
1/6/2008,11,9,88,1027,6,0,,190
1/7/2008,10,7,83,1027,6,0,,193
1/8/2008,8,6,88,1023,5,0,,268
1/9/2008,9,7,88,1022,5,0,,171
1/10/2008,10,8,89,1022,6,0,,178
1/11/2008,8,5,83,1015,14,0,Rain,213
1/12/2008,6,-1,68,1022,11,0,,194
1/13/2008,3,0,81,1017,5,0,,346
1/14/2008,7,4,84,1015,8,0,Rain,244
1/15/2008,5,4,91,1018,10,0,Fog,227
1/16/2008,11,3,64,1015,29,0,,254
1/17/2008,7,3,67,1025,14,0,,225
1/18/2008,9,6,92,1031,6,0,Fog,91
1/19/2008,9,5,82,1031,5,0,,339
1/20/2008,9,4,81,1030,5,0,,342
1/21/2008,8,4,82,1030,5,0,,345
1/22/2008,9,2,70,1030,5,0,,343
1/23/2008,9,2,67,1028,3,0,,292
1/24/2008,8,3,76,1029,6,0,,341
1/25/2008,7,3,77,1034,10,0,,355
1/26/2008,7,1,75,1034,6,0,,355
1/27/2008,7,1,70,1035,5,0,,330
1/28/2008,8,-2,63,1030,5,0,,345
1/29/2008,7,-1,62,1027,6,0,,330
1/30/2008,6,-1,66,1029,6,0,,348
1/31/2008,6,-2,62,1027,8,0,,19
2/1/2008,3,-1,73,1019,5,0,,352
2/2/2008,6,2,78,1017,5,0,,41
2/3/2008,7,5,86,1013,10,0,Rain,182
2/4/2008,9,4,75,1017,14,0,Rain,231
2/5/2008,6,2,86,1027,5,0,,344
2/6/2008,8,3,80,1032,6,0,Fog,347
2/7/2008,9,4,74,1031,6,0,,336
2/8/2008,9,2,69,1029,6,0,,351
2/9/2008,8,-1,60,1028,6,0,,349
2/10/2008,7,-2,60,1027,6,0,,348
2/11/2008,7,-3,58,1024,6,0,,353
2/12/2008,6,-1,66,1025,6,0,,17
2/13/2008,4,-1,65,1026,6,0,,76
2/14/2008,8,2,65,1024,6,0,,16
2/15/2008,10,5,73,1025,6,0,,333
2/16/2008,8,3,73,1028,6,0,,74
2/17/2008,6,2,76,1030,10,0,Rain,60
2/18/2008,7,6,90,1025,6,0,Rain,14
2/19/2008,10,9,92,1018,5,0,Rain,146
2/20/2008,11,8,87,1021,3,0,Fog,68
2/21/2008,11,7,79,1027,3,0,Rain,92
2/22/2008,11,5,70,1029,5,0,Fog,82
2/23/2008,9,3,65,1027,8,0,,50
2/24/2008,9,7,85,1023,6,0,Rain,1
2/25/2008,11,8,85,1023,3,0,,315
2/26/2008,9,7,84,1023,5,0,Fog,8
2/27/2008,11,7,76,1022,6,0,Fog,302
2/28/2008,12,8,82,1022,5,0,Rain,360
2/29/2008,12,7,72,1027,5,0,,326
3/1/2008,11,5,71,1026,6,0,,334
3/2/2008,12,5,66,1022,5,0,,274
3/3/2008,12,5,67,1020,8,0,,347
3/4/2008,7,-2,49,1024,16,0,,17
3/5/2008,6,-6,46,1025,23,0,,359
3/6/2008,7,-6,45,1023,23,0,,2
3/7/2008,8,-6,44,1017,8,0,,307
3/8/2008,9,-2,48,1015,5,0,,189
3/9/2008,8,-2,54,1012,11,0,,291
3/10/2008,9,2,65,1010,18,0,,221
3/11/2008,14,5,54,1017,19,0,,272
3/12/2008,12,6,64,1022,8,0,,217
3/13/2008,12,3,57,1021,6,0,,320
3/14/2008,13,4,58,1017,6,0,,307
3/15/2008,14,5,55,1014,14,0,,268
3/16/2008,11,1,48,1019,13,0,,225
3/17/2008,11,2,54,1013,10,0,,254
3/18/2008,10,1,55,1011,14,0,Rain,263
3/19/2008,8,-2,54,1011,6,0,,30
3/20/2008,8,-7,39,1016,16,0,,23
3/21/2008,8,-6,37,1012,8,0,,312
3/22/2008,9,1,57,999,21,0,Rain,295
3/23/2008,4,-4,56,1007,14,0,,356
3/24/2008,10,-1,48,1014,23,0,,266
3/25/2008,10,1,56,1016,8,0,,313
3/26/2008,11,1,49,1013,26,0,,279
3/27/2008,12,4,59,1012,29,0,,251
3/28/2008,13,4,54,1017,13,0,,296
3/29/2008,13,4,55,1019,8,0,,74
3/30/2008,11,4,63,1016,14,0,Rain,240
3/31/2008,8,-2,52,1023,6,0,,327
4/1/2008,12,2,51,1027,10,0,,16
4/2/2008,14,4,53,1027,8,0,,25
4/3/2008,16,-3,32,1022,10,0,,30
4/4/2008,15,-4,26,1019,8,0,,20
4/5/2008,14,1,42,1015,8,0,,265
4/6/2008,14,-1,37,1006,8,0,,299
4/7/2008,14,7,64,1001,18,0,Rain-Thunderstorm,208
4/8/2008,12,7,81,1002,23,0,Rain,191
4/9/2008,14,11,81,999,23,0,Rain-Thunderstorm,204
4/10/2008,13,8,75,997,19,0,Rain,195
4/11/2008,9,3,66,1005,24,0,Rain,346
4/12/2008,8,-1,57,1017,6,0,,296
4/13/2008,10,3,62,1020,14,0,,226
4/14/2008,10,1,54,1022,11,0,,62
4/15/2008,11,1,51,1020,6,0,,356
4/16/2008,14,4,56,1013,10,0,Rain,226
4/17/2008,11,6,72,1004,23,0,Rain,241
4/18/2008,10,6,79,996,26,0,Rain-Thunderstorm,220
4/19/2008,10,7,83,1000,19,0,Rain,192
4/20/2008,11,5,74,1000,19,0,Rain,231
4/21/2008,12,3,57,1010,21,0,,268
4/22/2008,13,4,53,1017,19,0,,279
4/23/2008,14,8,66,1022,6,0,,226
4/24/2008,16,8,59,1027,5,0,,237
4/25/2008,18,7,51,1027,8,0,,321
4/26/2008,19,6,48,1023,5,0,,345
4/27/2008,19,7,50,1020,6,0,,262
4/28/2008,18,4,45,1014,13,0,,265
4/29/2008,12,2,45,1010,13,0,,238
4/30/2008,13,-1,40,1009,16,0,,279
5/1/2008,12,-1,42,1013,6,0,,268
5/2/2008,16,3,48,1018,5,0,,335
5/3/2008,18,5,43,1020,6,0,,24
5/4/2008,19,7,47,1019,6,0,,323
5/5/2008,20,8,50,1019,8,0,,2
5/6/2008,20,8,48,1016,5,0,,5
5/7/2008,18,8,51,1013,8,0,Rain,128
5/8/2008,14,12,89,1012,8,0,Rain,55
5/9/2008,14,11,80,1008,6,0,Rain,123
5/10/2008,11,9,87,1007,6,0,Rain,360
5/11/2008,16,7,63,1011,14,0,,23
5/12/2008,14,7,62,1015,8,0,,315
5/13/2008,16,9,73,1014,8,0,Rain,217
5/14/2008,16,8,68,1013,13,0,Rain,210
5/15/2008,14,6,56,1012,18,0,,222
5/16/2008,16,10,74,1009,8,0,Rain,211
5/17/2008,16,9,65,1009,6,0,Rain,98
5/18/2008,13,7,69,1009,8,0,Rain,337
5/19/2008,12,6,67,1010,6,0,,1
5/20/2008,13,6,57,1013,6,0,,280
5/21/2008,14,9,71,1014,6,0,Rain,322
5/22/2008,17,10,69,1015,6,0,Fog,226
5/23/2008,16,12,81,1011,18,0,Rain,218
5/24/2008,14,8,71,1008,13,0,Rain,211
5/25/2008,12,8,75,1007,6,0,Rain-Thunderstorm,275
5/26/2008,13,7,65,1008,10,0,Rain,210
5/27/2008,13,7,65,1006,8,0,,267
5/28/2008,13,8,70,1010,8,0,,251
5/29/2008,17,8,59,1013,18,0,,223
5/30/2008,15,9,70,1013,6,0,Rain,178
5/31/2008,16,10,76,1012,8,0,Rain-Thunderstorm,216
6/1/2008,14,11,82,1014,5,0,Rain,355
6/2/2008,17,11,74,1016,6,0,Rain,253
6/3/2008,18,8,58,1019,6,0,,10
6/4/2008,18,7,51,1018,8,0,,343
6/5/2008,19,11,61,1016,6,0,,52
6/6/2008,18,6,52,1019,10,0,,29
6/7/2008,18,4,45,1019,14,0,,21
6/8/2008,16,4,50,1017,18,0,,56
6/9/2008,13,10,81,1018,10,0,Rain,57
6/10/2008,16,10,70,1019,10,0,Rain,28
6/11/2008,17,12,73,1020,8,0,Rain,19
6/12/2008,19,9,58,1020,8,0,,38
6/13/2008,19,8,50,1017,8,0,,311
6/14/2008,21,7,45,1016,6,0,,311
6/15/2008,21,7,40,1013,10,0,,266
6/16/2008,19,12,66,1008,14,0,Rain,237
6/17/2008,19,10,61,1014,6,0,Rain,55
6/18/2008,21,8,48,1019,8,0,,284
6/19/2008,22,9,45,1019,6,0,,274
6/20/2008,24,8,40,1020,8,0,,309
6/21/2008,26,10,39,1019,8,0,,127
6/22/2008,26,7,29,1017,11,0,,121
6/23/2008,24,9,36,1016,10,0,Rain-Thunderstorm,26
6/24/2008,23,14,63,1017,11,0,Rain-Thunderstorm,9
6/25/2008,24,13,50,1018,5,0,,356
6/26/2008,27,12,43,1019,8,0,,296
6/27/2008,28,12,41,1020,10,0,,27
6/28/2008,27,10,37,1020,6,0,,358
6/29/2008,28,10,36,1018,8,0,,318
6/30/2008,27,9,35,1017,8,0,,348
7/1/2008,27,6,31,1015,8,0,,240
7/2/2008,22,7,35,1013,13,0,,243
7/3/2008,21,3,33,1015,8,0,,328
7/4/2008,22,3,31,1017,10,0,,262
7/5/2008,24,9,35,1016,10,0,,250
7/6/2008,25,7,34,1013,16,0,,234
7/7/2008,21,3,31,1015,8,0,,306
7/8/2008,22,2,29,1018,8,0,,278
7/9/2008,24,4,30,1019,10,0,,273
7/10/2008,24,2,25,1017,8,0,,262
7/11/2008,23,7,34,1015,10,0,,269
7/12/2008,21,9,52,1013,10,0,,303
7/13/2008,20,5,42,1017,13,0,,27
7/14/2008,22,6,36,1021,10,0,,6
7/15/2008,23,8,39,1025,8,0,Thunderstorm,107
7/16/2008,23,10,44,1023,8,0,Rain-Thunderstorm,86
7/17/2008,23,9,41,1018,5,0,,304
7/18/2008,26,7,33,1017,6,0,,66
7/19/2008,29,9,32,1016,8,0,,345
7/20/2008,28,8,29,1016,13,0,,242
7/21/2008,28,9,32,1018,10,0,,2
7/22/2008,26,2,22,1021,11,0,,25
7/23/2008,28,6,26,1017,8,0,,290
7/24/2008,27,1,19,1014,14,0,,207
7/25/2008,23,7,31,1014,10,0,,271
7/26/2008,26,10,38,1015,8,0,,220
7/27/2008,24,6,31,1016,8,0,,251
7/28/2008,26,5,28,1015,14,0,,215
7/29/2008,24,3,25,1015,10,0,,285
7/30/2008,24,2,25,1017,10,0,,257
7/31/2008,24,3,25,1017,8,0,,241
8/1/2008,26,8,32,1018,8,0,,73
8/2/2008,27,4,23,1021,8,0,,22
8/3/2008,28,8,29,1019,8,0,,339
8/4/2008,29,8,28,1016,10,0,,250
8/5/2008,29,7,26,1015,8,0,,272
8/6/2008,27,4,25,1014,10,0,,266
8/7/2008,27,2,19,1013,14,0,,245
8/8/2008,24,4,30,1016,8,0,,2
8/9/2008,24,9,37,1017,10,0,,19
8/10/2008,27,4,24,1013,10,0,,257
8/11/2008,26,7,30,1009,13,0,,246
8/12/2008,24,11,44,1010,23,0,,235
8/13/2008,22,2,27,1015,8,0,,12
8/14/2008,22,3,30,1015,10,0,,297
8/15/2008,19,-1,29,1020,13,0,,340
8/16/2008,20,2,31,1013,6,0,,296
8/17/2008,21,6,40,1014,10,0,,252
8/18/2008,22,3,30,1015,6,0,,272
8/19/2008,22,2,26,1015,10,0,,290
8/20/2008,23,4,34,1018,6,0,,292
8/21/2008,24,3,28,1018,8,0,,294
8/22/2008,24,7,34,1017,10,0,,360
8/23/2008,23,10,47,1016,10,0,,6
8/24/2008,23,6,33,1016,6,0,,299
8/25/2008,23,3,28,1017,5,0,,195
8/26/2008,26,9,39,1019,6,0,,223
8/27/2008,26,12,43,1019,13,0,,122
8/28/2008,26,9,39,1019,6,0,,76
8/29/2008,26,7,33,1017,10,0,,129
8/30/2008,24,8,36,1016,16,0,,200
8/31/2008,21,7,39,1018,6,0,,315
9/1/2008,22,7,39,1019,6,0,,297
9/2/2008,22,6,34,1016,8,0,,277
9/3/2008,21,5,34,1013,13,0,,205
9/4/2008,21,7,39,1011,16,0,,216
9/5/2008,20,9,51,1011,19,0,,212
9/6/2008,18,10,61,1013,16,0,Rain,250
9/7/2008,18,6,49,1016,6,0,,350
9/8/2008,22,11,51,1015,11,0,,120
9/9/2008,23,14,58,1015,11,0,Rain,144
9/10/2008,21,13,68,1017,10,0,Rain-Hail-Thunderstorm,294
9/11/2008,21,11,54,1015,10,0,,218
9/12/2008,16,1,38,1018,13,0,,23
9/13/2008,16,2,42,1020,6,0,,10
9/14/2008,17,1,40,1020,10,0,,351
9/15/2008,18,1,32,1017,5,0,,129
9/16/2008,19,1,30,1014,5,0,,271
9/17/2008,20,4,38,1014,6,0,,293
9/18/2008,20,6,42,1017,8,0,Rain,268
9/19/2008,20,6,41,1021,8,0,,251
9/20/2008,20,8,47,1020,5,0,,285
9/21/2008,19,11,62,1015,5,0,Rain,329
9/22/2008,18,14,80,1012,8,0,Rain-Thunderstorm,222
9/23/2008,18,12,73,1012,5,0,,15
9/24/2008,16,6,51,1016,8,0,,36
9/25/2008,16,5,52,1021,10,0,,32
9/26/2008,16,3,47,1022,10,0,,15
9/27/2008,17,7,56,1022,6,0,,101
9/28/2008,14,8,65,1023,5,0,Rain,73
9/29/2008,16,6,55,1021,3,0,,3
9/30/2008,16,5,50,1019,6,0,,23
10/1/2008,16,3,45,1017,5,0,,186
10/2/2008,16,3,46,1015,6,0,,278
10/3/2008,13,0,43,1019,13,0,,23
10/4/2008,10,-1,49,1024,5,0,,21
10/5/2008,12,-1,45,1021,6,0,,302
10/6/2008,13,-2,41,1021,6,0,,301
10/7/2008,11,3,60,1020,5,0,Rain,341
10/8/2008,12,7,76,1020,6,0,Fog-Rain,5
10/9/2008,12,2,53,1023,13,0,,31
10/10/2008,17,7,53,1026,16,0,Rain,50
10/11/2008,17,9,63,1023,13,0,Rain,62
10/12/2008,17,13,83,1024,14,0,Rain-Thunderstorm,2
10/13/2008,16,12,79,1024,3,0,Rain-Thunderstorm,203
10/14/2008,17,11,73,1023,5,0,,347
10/15/2008,16,10,73,1024,5,0,,284
10/16/2008,16,9,69,1022,5,0,,284
10/17/2008,16,10,72,1018,5,0,,342
10/18/2008,13,11,85,1017,3,0,,20
10/19/2008,17,12,81,1020,3,0,,51
10/20/2008,16,12,80,1021,5,0,,13
10/21/2008,17,12,80,1016,3,0,Rain,175
10/22/2008,11,6,77,1016,14,0,Rain-Thunderstorm,26
10/23/2008,11,2,58,1022,11,0,,33
10/24/2008,10,4,69,1022,8,0,,348
10/25/2008,13,5,60,1027,6,0,,354
10/26/2008,13,5,64,1027,3,0,,341
10/27/2008,12,7,71,1017,5,0,Rain,274
10/28/2008,9,6,86,1007,16,0,Rain,40
10/29/2008,6,-1,66,1011,16,0,,344
10/30/2008,6,3,79,1006,16,0,Rain,220
10/31/2008,8,7,91,996,11,0,Rain,187
11/1/2008,7,4,82,1003,10,0,Rain,177
11/2/2008,8,2,69,1006,10,0,Rain,320
11/3/2008,6,3,80,1012,6,0,,145
11/4/2008,7,4,80,1012,6,0,,244
11/5/2008,9,4,78,1017,5,0,,346
11/6/2008,8,3,76,1021,5,0,,225
11/7/2008,7,4,86,1020,5,0,Rain,246
11/8/2008,10,7,82,1023,3,0,,40
11/9/2008,8,4,83,1029,3,0,,301
11/10/2008,9,5,80,1027,5,0,,309
11/11/2008,8,6,86,1022,5,0,,65
11/12/2008,8,3,74,1021,3,0,Fog,9
11/13/2008,9,1,58,1025,16,0,,1
11/14/2008,8,1,61,1025,13,0,,15
11/15/2008,9,2,69,1026,8,0,,352
11/16/2008,9,3,71,1027,8,0,,336
11/17/2008,10,1,64,1027,5,0,,345
11/18/2008,4,2,75,1020,5,0,,8
11/19/2008,9,2,64,1020,11,0,,53
11/20/2008,7,2,70,1024,8,0,,4
11/21/2008,8,2,74,1025,6,0,,342
11/22/2008,13,5,59,1020,18,0,,8
11/23/2008,9,3,61,1017,18,0,,359
11/24/2008,8,2,62,1005,23,0,Rain,281
11/25/2008,3,-2,70,1011,10,0,Rain,358
11/26/2008,3,-5,57,1020,13,0,,26
11/27/2008,2,-5,66,1019,8,0,,353
11/28/2008,0,-3,76,1008,8,0,Rain,221
11/29/2008,6,2,79,997,23,0,Rain,226
11/30/2008,4,-1,69,1002,18,0,,240
12/1/2008,3,-1,73,1008,13,0,Rain,260
12/2/2008,4,-3,64,1018,11,0,,354
12/3/2008,3,1,75,1015,13,0,Fog-Rain,214
12/4/2008,4,4,92,1014,8,0,Fog,190
12/5/2008,13,6,68,1013,27,0,,254
12/6/2008,6,6,84,1020,13,0,Rain,197
12/7/2008,10,9,96,1019,10,0,Rain,159
12/8/2008,10,9,96,1018,8,0,Rain,107
12/9/2008,7,5,86,1015,10,0,Rain,53
12/10/2008,4,-3,59,1016,19,0,,358
12/11/2008,3,-2,63,1017,10,0,,235
12/12/2008,4,1,84,1017,5,0,,154
12/13/2008,2,1,94,1009,8,0,Fog-Rain-Snow,208
12/14/2008,3,-2,69,999,18,0,Rain,297
12/15/2008,3,-2,74,1009,6,0,,16
12/16/2008,6,-1,61,1012,14,0,,333
12/17/2008,6,0,71,1018,8,0,,311
12/18/2008,6,1,72,1023,5,0,,333
12/19/2008,6,1,76,1029,6,0,,349
12/20/2008,7,1,79,1032,8,0,,340
12/21/2008,8,1,73,1032,2,0,,353
12/22/2008,7,-2,63,1030,5,0,,347
12/23/2008,6,-3,68,1027,3,0,,349
12/24/2008,6,-3,66,1026,5,0,,350
12/25/2008,3,-3,69,1019,5,0,,17
12/26/2008,2,-3,75,1013,5,0,,16
12/27/2008,4,-1,70,1012,8,0,,91
12/28/2008,6,1,73,1014,6,0,,353
12/29/2008,8,5,85,1021,3,0,Rain,333
12/30/2008,10,6,86,1024,2,0,,350
12/31/2008,8,5,83,1022,3,0,Rain,21
1/1/2009,8,6,84,1021,2,0,,191
1/2/2009,8,6,86,1019,2,0,,352
1/3/2009,7,7,97,1014,3,0,Rain,352
1/4/2009,6,1,71,1017,10,0,,10
1/5/2009,2,1,92,1016,3,0,Fog,36
1/6/2009,2,-3,74,1012,10,0,,356
1/7/2009,1,-8,56,1014,13,0,,12
1/8/2009,-2,-7,66,1016,5,0,,45
1/9/2009,-1,-2,91,1017,6,0,Fog-Snow,354
1/10/2009,-2,-4,91,1020,5,0,Fog-Snow,96
1/11/2009,-1,-4,80,1029,11,0,,355
1/12/2009,-2,-6,80,1028,3,0,,9
1/13/2009,-1,-2,90,1021,3,0,Fog-Snow,356
1/14/2009,0,0,99,1021,3,0,Fog,118
1/15/2009,3,1,88,1017,3,0,,38
1/16/2009,3,-1,80,1020,3,0,,356
1/17/2009,4,-1,80,1024,5,0,,341
1/18/2009,3,1,88,1023,3,0,,343
1/19/2009,8,8,91,1011,14,0,Fog-Rain,223
1/20/2009,4,-2,61,1005,18,0,Rain,279
1/21/2009,2,-4,62,1015,10,0,,296
1/22/2009,7,6,87,1013,19,0,Rain,223
1/23/2009,13,10,82,1008,37,0,,235
1/24/2009,9,1,54,1008,39,0,,267
1/25/2009,6,1,73,1003,16,0,Rain,224
1/26/2009,6,-2,60,1009,24,0,,270
1/27/2009,8,2,61,1017,21,0,,266
1/28/2009,10,7,82,1017,13,0,Rain,214
1/29/2009,13,9,86,1016,21,0,Rain,215
1/30/2009,10,7,83,1012,8,0,Fog,170
1/31/2009,8,3,68,1005,13,0,Rain,238
2/1/2009,3,2,91,994,10,0,Rain-Snow,101
2/2/2009,4,4,92,990,6,0,Rain,347
2/3/2009,4,3,86,1000,8,0,Fog-Rain,208
2/4/2009,7,4,86,998,18,0,Rain-Thunderstorm,198
2/5/2009,6,3,85,997,11,0,Rain,184
2/6/2009,3,0,77,996,18,0,Rain,245
2/7/2009,3,-4,59,1004,14,0,,289
2/8/2009,6,0,65,1013,14,0,,244
2/9/2009,10,7,79,1018,24,0,,232
2/10/2009,9,2,57,1021,23,0,Rain,283
2/11/2009,6,-1,64,1025,6,0,,359
2/12/2009,7,2,64,1022,11,0,,7
